Column1,productname,productsubname,productprice,productactualprice,productrate
2353,Instafab Plus,Men's Dark Grey & White Abstract Printed Oversized Plus Size Shirt,1124,2499,0
2354,Bewakoof®,Men's White Customizable Vest,499,1199,0
2355,Bewakoof®,Men's Multicolor All Over Printed Plus Size Shirt,529,2099,4.5
2356,Instafab Plus,Men's Tan Brown Textured Oversized Plus Size Shirt,1124,2499,0
2357,Bewakoof®,Men's White Customizable Super Loose Fit Vest,599,1399,0
2358,Rigo,Men's Black Camouflage Printed Slim Fit T-shirt,494,1099,0
2359,Bewakoof Air® 1.0,Men's Blue Oversized Plus Size T-shirt,455,1399,4.5
2360,Bewakoof®,Men's Blue Customizable Vest,499,999,0
2361,Bewakoof Air® 1.0,Men's Purple Oversized Plus Size T-shirt,549,1199,4.5
2362,Bewakoof®,Men's Purple Customizable Vest,499,999,0
2363,Rigo,Men's Green Treat People With Kindness Typography Slim Fit T-shirt,494,1099,0
2364,Rigo,Men's Grey Corduroy Slim Fit T-shirt,429,999,0
2365,Door 74,Men's Grey T-shirt,499,1399,0
2366,Campus Sutra,Men's Pistachio Green Striped Textured Relaxed Fit Shirt,797,1899,0
2367,Bewakoof Air® 1.0,Men's Blue & Beige Layered Oversized Plus Size T-shirt,377,1499,4.5
2368,Bewakoof®,Men's Black Beast Within Graphic Printed Plus Size T-shirt,749,1799,4.4
2369,bewakoof x marvel,Men's Blue Trickster Loki Graphic Printed Oversized T-shirt,849,2199,4.4
2370,Bewakoof®,Men's Blue Moss Head Graphic Printed Oversized T-shirt,699,1699,4.5
2371,Bewakoof®,Men's Brown Beyond Infinity Graphic Printed Oversized Plus Size T-shirt,679,1699,4.4
2372,Campus Sutra,Men's Blush Pink Stiped Textured Relaxed Fit Shirt,949,1899,0
2373,Bewakoof®,Men's Black Gyaan Typography Plus Size T-shirt,749,1199,4.4
2374,Bewakoof®,Men's Red Procrastinator Typography Oversized T-shirt,599,1049,4.5
2375,Bewakoof®,Men's Purple One Punch Man Graphic Printed T-shirt,599,1049,4.5
2376,Bewakoof®,Men's Red Alpha Graphic Printed Oversized T-shirt,749,1199,4.4
2377,bewakoof x marvel,Men's Blue Spider Punk Graphic Printed T-shirt,599,1399,4.4
2378,Bewakoof®,Men's Red Living Cool Graphic Printed Oversized T-shirt,799,1899,4.5
2379,bewakoof x nasa,Men's Red NASA Astronaut Graphic Printed Oversized Plus Size T-shirt,489,1999,4.5
2380,Campus Sutra,Men's Brown Checked Shirt,524,1499,0
2381,Instafab Plus,Men's Multicolor Aztec Printed Oversized Plus Size Shirt,1124,2499,0
2382,Bewakoof®,Men's Green & White Champion Striped Oversized Plus Size Polo T-shirt,746,2899,4.5
2383,Bewakoof®,Men's Blue Space X Graphic Printed Oversized Plus Size T-shirt,669,1530,4.6
2384,Bewakoof®,Men's White & Blue R12 Race Club Striped Plus Size Polo T-shirt,739,2199,4.4
2385,Campus Sutra,Men's Off White All Over Tropical Printed Shirt,854,1899,0
2386,Campus Sutra,Men's Light Blue & Orange All Over Marble Printed Shirt,854,1899,0
2387,Instafab Plus,Men's Blue Color Block Plus Size Oversized T-shirt,599,1499,0
2388,Rigo,Men's Green & Black Color Block Plus Size T-shirt,577,1699,0
2389,Rigo,Men's White Printed Plus Size T-shirt,494,1499,0
2390,Rigo,Men's White Typography Plus Size T-shirt,494,1499,0
2391,Rigo,Men's Black Printed Plus Size T-shirt,494,1499,0
2392,Rigo,Men's Red Typography Plus Size T-shirt,494,1499,0
2393,Rigo,Men's White Printed Plus Size T-shirt,494,1499,0
2394,Campus Sutra,Men's Blue Shirt,599,1499,0
2395,bewakoof x harry potter,Men's Black Dementors Graphic Printed Oversized Plus Size T-shirt,460,1299,4.5
2396,Chimpaaanzee,Men's White & Black Striped Oversized Shirt,799,1499,0
2397,Instafab Plus,Men's Navy Blue & White Checked Oversized Plus Size Shirt,1124,2499,0
2398,Instafab Plus,Men's Blue Checked Oversized Plus Size Shirt,1124,2499,0
2399,Instafab Plus,Men's Prussian Blue & White Checked Oversized Plus Size Shirt,1124,2499,0
2400,THE DRY STATE,Men's Yellow and White Graphic Printed Sweatshirt,799,2799,4.8
2401,Campus Sutra,Men's White Textured Shirt,764,1699,0
2402,Campus Sutra,Men's Green & Blue Checked Shirt,664,1899,0
2403,Campus Sutra,Men's Sage Green Checked Shirt,759,1899,0
2404,Campus Sutra,Men's Pink Abstract Printed Shirt,629,1799,0
2405,Campus Sutra,Men's Peach All Over Floral Printed Shirt,773,1799,0
2406,Campus Sutra,Men's White & Beige All Over Printed Shirt,759,1899,0
2407,Rigo,Men's Dark Grey Striped Slim Fit Vest,384,699,0
2408,Rigo,Men's Green All Over Leaf Printed Slim Fit Shirt,699,1999,0
2409,Campus Sutra,Men's White & Black All Over Printed Shirt,881,1799,5
2410,Harpita,Men's Beige & Sea Green Corduroy All Over Printed Relaxed Fit Shirt,799,1999,0
2411,OLAVI,Men's Blue Robo Teddy Graphic Printed Oversized T-shirt,799,999,0
2412,Difference of Opinion,Men's White Graphic Printed Oversized T-shirt,495,799,0
2413,Rigo,Men's Orange Camouflage Printed Slim Fit T-shirt,549,1099,0
2414,BLANCK,Men's Powder Blue Puff Printed Oversized T-shirt,1499,1899,0
2415,Campus Sutra,Men's Blue T-shirt,525,1499,0
2416,Campus Sutra,Men's Black Printed T-shirt,599,1499,0
2417,Campus Sutra,Men's Pink Cotton Polo T-shirt,599,1499,5
2418,Campus Sutra,Men's Grey Striped Cotton Polo T-shirt,494,1299,0
2419,Campus Sutra,Men's Pink Cotton Polo T-shirt,599,1499,0
2420,Campus Sutra,Men's Unstoppable Typography Half Sleeve T-shirt,499,999,0
2421,Rigo,Men's Black Slim Fit T Shirt,399,999,0
2422,FANS ARMY,Men's Lavender Pikasuke Graphic Printed Oversized T-shirt,899,1899,4.3
2423,bewakoof x dc,Men's Grey Crusader Graphic Printed Oversized Plus Size Hoodies,1749,2899,4.5
2424,Bewakoof®,Men's Black Shine Graphic Printed Oversized Plus Size Puffer Jacket,1799,2899,4.4
2425,Rigo,Men's Black Typography Slim Fit T-shirt,399,999,0
2426,Recast,Men's Burgundy Typography Oversized Acid Wash T-shirt,799,1599,0
2427,Instafab Plus,Men's Tangarine Orange Oversized Plus Size Shirt,1124,2499,0
2428,Instafab Plus,Men's Prussian Blue & White Geometric Printed Oversized Plus Size Shirt,1124,2499,0
2429,Instafab Plus,Men's Beige & White Abstract Printed Oversized Plus Size Shirt,1124,2499,0
2430,Instafab Plus,Men's Indigo Blue & White Abstract Printed Oversized Plus Size Shirt,1124,2499,0
2431,Instafab Plus,Men's Salmon Pink Textured Oversized Plus Size Shirt,1124,2499,0
2432,Bewakoof®,Men's Yellow Plus Size T-shirt,299,999,4.6
2433,Difference of Opinion,Men's Green Back Typography Oversized T-shirt,494,1299,0
2434,Dillinger,Men's Green Graphic Printed Oversized T-shirt,599,999,0
2435,Rigo,Men's Black Polo T-shirt,687,1599,0
2436,Instafab Plus,Men's Charcoal Black Textured Oversized Plus Size Shirt,1124,2499,0
2437,Campus Sutra,Men's Indigo Blue All Over Floral Printed Shirt,569,1899,0
2438,Campus Sutra,Men's Multicolor All Over Printed Shirt,539,1799,0
2439,Bewakoof Air® 1.0,Men's Green Oversized Plus Size T-shirt,449,1199,4.6
2440,bewakoof x harry potter,Men's Blue Dementors Graphic Printed Plus Size T-shirt,533,1199,4.5
2441,Bewakoof®,Men's Black Vibes Graphic Print Plus Size T-shirt,449,999,4.5
2442,Bewakoof®,Men's Black Beast Within Graphic Printed Plus Size T-shirt,849,1199,4.5
2443,Bewakoof®,Men's Black Universal Astro Graphic Printed Oversized Plus Size T-shirt,600,1530,4.5
2444,Bewakoof®,Men's Black Wakanda Forever Graphic Printed Plus Size T-shirt,571,1399,4.5
2445,Bewakoof®,Men's Black No Fear Club Typography Oversized Plus Size T-shirt,494,1799,4.4
2446,Bewakoof®,Men's Black Create Good Stories Typography Oversized Plus Size T-shirt,489,1799,4.5
2447,Bewakoof®,Men's Yellow Money Don't Jiggle Graphic Printed Plus Size T-shirt,420,1399,4.5
2448,Bewakoof®,Men's Black Color Block Oversized Plus Size T-shirt,539,1499,4.4
2449,Bewakoof®,Men's Blue Dope Bear Graphic Printed Plus Size T-shirt,499,1599,4.6
2450,Bewakoof®,Men's Black Create Good Stories Typography Oversized Plus Size T-shirt,489,1799,4.5
2451,Bewakoof Heavy Duty® 1.0,Men's Green Super Loose Fit Plus Size T-shirt,489,1599,4.6
2452,Bewakoof®,Men's Blue Dope Bear Graphic Printed Plus Size T-shirt,499,1599,4.6
2453,Bewakoof®,Men's White & Yellow New World Tie & Dye Super Loose Fit Plus Size T-shirt,799,1799,4.4
2454,Bewakoof Air® 1.0,Men's Brown Blossom Graphic Printed Oversized Plus Size T-shirt,599,1699,4.5
2455,Bewakoof Heavy Duty® 1.0,Men's Grey Color Block Oversized Plus Size Hoodie T-shirt,833,2799,4.5
2456,Bewakoof®,Men's Black No Fear Club Typography Oversized Plus Size T-shirt,494,1799,4.4
2457,Bewakoof®,Men's Black Beast Within Graphic Printed Plus Size T-shirt,849,1199,4.5
2458,Bewakoof Air® 1.0,Men's Blue Oversized Plus Size T-shirt,549,999,4.5
2459,Instafab Plus,Men's Mustard Yellow Minimal Aztec Printed Oversized Plus Size Shirt,974,2499,0
2460,Bewakoof®,Men's Black Tripping Monkey Graphic Printed Oversized Plus Size T-shirt,799,1299,4.5
2461,Bewakoof®,Men's Black Eternity Graphic Printed Plus Size T-shirt,460,1199,4.6
2462,Bewakoof®,Men's Black Guiardian Wings Graphic Printed Oversized Plus Size T-shirt,538,1299,4.4
2463,Bewakoof®,Men's Black Sneaker Gang Graphic Printed Plus Size T-shirt,389,1199,4.5
2464,Bewakoof Heavy Duty® 1.0,Men's Black Oversized Plus Size T-shirt,659,1599,4.6
2465,Instafab Plus,Men's Midnight Black Embroidered Oversized Plus Size Shirt,1124,2499,0
2466,Bewakoof®,Men's Green Badass Panda Graphic Printed Oversized T-shirt,439,1299,0
2467,Instafab Plus,Men's Olive Green Textured Oversized Plus Size Shirt,1124,2499,0
2468,Bewakoof®,Men's Black Space X Graphic Printed Oversized Plus Size T-shirt,679,1530,4.7
2469,Big Bunny,Men's Multicolor Abstract Printed Oversized Shirt,1199,2299,0
2470,Big Bunny,Men's Purple Textured Oversized Shirt,1199,2299,0
2471,Silisoul,Men's Black Striped Oversized Shirt,1349,2799,0
2472,Silisoul,Men's Charcoal Grey Geometric Printed Shirt,1349,2699,0
2473,Instafab Plus,Men's Blue Checked Plus Size Shirt,999,2199,5
2474,Campus Sutra,Men's Ash Grey Striped Textured Relaxed Fit Shirt,949,1899,0
2475,Silisoul,Men's Blue Checked Oversized Shirt,1349,2799,0
2476,Silisoul,Men's Beige Striped Oversized Shirt,1349,2799,0
2477,Silisoul,Men's Black & Grey Checked Oversized Shirt,1349,2799,0
2478,Silisoul,Men's Grey Checked Oversized Shirt,1349,2799,0
2479,Silisoul,Men's Black Checked Oversized Shirt,1349,2799,0
2480,Silisoul,Men's Navy Blue Checked Oversized Shirt,1349,2799,5
2481,Silisoul,Men's Light Blue Checked Oversized Shirt,1349,2799,0
2482,Silisoul,Men's Grey Striped Oversized Shirt,1349,2799,0
2483,bewakoof x disney,Men's White All Over Printed Oversized Plus Size Shirt,809,2399,4.5
2484,Campus Sutra,Men's White and Black Checked Shirt,674,1499,0
2485,Instafab Plus,Men's White Graphic Design Stylish Full Sleeve Casual Shirt,999,1999,4.6
2486,Campus Sutra,Men's Blue & White Striped Regular Fit Shirt,599,1499,0
2487,Instafab Plus,Men's Coral Pink Plus Size Shirt,799,1999,0
2488,Instafab Plus,Men's Light Blue Plus Size Shirt,799,1999,0
2489,Rigo,Men's Black Slim Fit Shirt,696,1699,5
2490,Campus Sutra,Men's Blue Striped Shirt,599,1499,0
2491,Campus Sutra,Men's Orange Shirt,674,1499,0
2492,Instafab Plus,Men's White & Blue All Over Printed Plus Size Shirt,974,2499,0
2493,Instafab Plus,Men's Lavender & Yellow All Over Printed Plus Size Shirt,974,2499,5
2494,Instafab Plus,Men's Blue Striped Plus Size Shirt,974,2499,0
2495,Instafab Plus,Men's Blue Plus Size Shirt,899,1999,0
2496,Instafab Plus,Men's Black Plus Size Shirt,979,1999,0
2497,Instafab Plus,Men's Blue & Maroon Striped Oversized Shirt,854,1899,0
2498,Instafab Plus,Men's Green Oversized Shirt,899,1799,0
2499,Instafab Plus,Men's Orange & Blue Checked Plus Size Oversized Shirt,874,2499,0
2500,Instafab Plus,Men's Blue Plus Size Shirt,899,1999,0
2501,Instafab Plus,Men's Black Plus Size Shirt,979,1999,0
2502,Instafab Plus,Men's Blue & Maroon Striped Oversized Shirt,854,1899,0
2503,Instafab Plus,Men's Green Oversized Shirt,899,1799,0
2504,Instafab Plus,Men's Orange & Blue Checked Plus Size Oversized Shirt,874,2499,0
2505,Instafab Plus,Men's Red Plus Size Shirt,989,2199,0
2506,Instafab Plus,Men's Blue Plus Size Shirt,1249,2499,0
2507,Instafab Plus,Men's Orange Plus Size Shirt,659,2199,0
2508,Instafab Plus,Men's Light Yellow Plus Size Shirt,1249,2499,0
2509,Instafab Plus,Men's Pink Plus Size Shirt,879,2199,0
2510,Instafab Plus,Men's Lavender Plus Size Shirt,659,2199,0
2511,Instafab Plus,Men's Multicolor Checked Plus Size Shirt,974,2499,0
2512,Instafab Plus,Men's Brown & White All Over Printed Oversized Plus Size Shirt,874,2499,0
2513,Instafab Plus,Men's White & Lavender Striped Oversized Plus Size Shirt,874,2499,0
2514,Instafab Plus,Men's Blush Pink & Light Blue All Over Printed Oversized Plus Size Shirt,874,2499,0
2515,Instafab Plus,Men's Blue & White All Over Printed Oversized Plus Size Shirt,874,2499,0
2516,Instafab Plus,Men's Beige & Blue All Over Printed Oversized Plus Size Shirt,999,2499,0
2517,Instafab Plus,Men's White All Over Printed Oversized Plus Size Shirt,999,2499,0
2518,Campus Sutra,Men's White and Black Checked Shirt,674,1499,0
2519,Rigo,Men's White All Over Printed Plus Size Shirt,839,2399,0
2520,Rigo,Men's Yellow Plus Size Shirt,899,1999,0
2521,Instafab Plus,Men's Blue Oversized Plus Size Shirt,719,1799,0
2522,Instafab Plus,Men's Lavender Minimal Aztec Printed Oversized Plus Size Shirt,974,2499,5
2523,Instafab Plus,Men's Teal Blue Abstract Lines Printed Oversized Plus Size Shirt,974,2499,0
2524,Campus Sutra,Men's Blue & White Striped Regular Fit Shirt,599,1499,0
2525,bewakoof x disney,Men's Green Mickey Badge Graphic Printed Oversized Plus Size Shirt,1724,3699,4.4
2526,Bewakoof®,Men's Blue One With The Universe Graphic Printed Vest,299,999,4.5
2527,Chkokko,Men's Orange Vest,489,1665,0
2528,7 Shores,Men's Grey & White Abstract Printed Shirt,649,1299,0
2529,Difference of Opinion,Men's White Graphic Printed Oversized Vest,398,699,0
2530,FANS ARMY,Men's Green & White All Over Printed Oversized Shirt,999,1699,0
2531,7 Shores,Men's Black All Over Abstract Printed Relaxed Fit Shirt,999,2599,0
2532,7 Shores,Men's White & Blue All Over Tropical Printed Relaxed Fit Shirt,999,2599,0
2533,7 Shores,Men's Bronze All Over Mandala Printed Relaxed Fit Shirt,999,2599,0
2534,7 Shores,Men's White & Blue All Over Abstract Printed Relaxed Fit Shirt,999,2599,0
2535,Chimpaaanzee,Men's Pink & White All Over Printed Oversized Shirt,899,1499,0
2536,Chimpaaanzee,Men's White & Black Striped Oversized Shirt,799,1499,0
2537,Chimpaaanzee,Men's White Oversized Textured Shirt,799,1499,0
2538,Campus Sutra,Men's Green Checked Shirt,798,1699,0
2539,Campus Sutra,Men's Red Textured Shirt,659,1499,0
2540,Campus Sutra,Men's Grey & Blue Shirt,703,1599,0
2541,Rigo,Men's Maroon Typographic Slim Fit Vest,384,699,0
2542,Campus Sutra,Men's Purple Shirt,599,1499,0
2543,Campus Sutra,Men's Blue Washed Hooded Denim Jacket,899,2599,0
2544,Campus Sutra,Men's Blue Washed Denim Jacket,899,2599,5
2545,Campus Sutra,Men's Blue Striped Shirt,644,1499,0
2546,Campus Sutra,Men's Midnight Black Textured Shirt,854,1899,0
2547,Campus Sutra,Men's Mustard Yellow All Over Printed Shirt,719,1799,0
2548,7 Shores,Men's Black & White All Over Abstract Printed Relaxed Fit Shirt,999,2599,0
2549,7 Shores,Men's White & Black All Over Printed Relaxed Fit Shirt,999,2599,0
2550,7 Shores,Men's White & Black All Over Printed Relaxed Fit Shirt,999,2599,0
2551,Rigo,Men's Black Typography Plus Size T-shirt,494,1499,0
2552,Campus Sutra,Men's Black Color Block T-shirt,449,999,0
2553,Instafab Plus,Men's Navy Blue Blocks Printed  Oversized Plus Size Denim Jacket,2024,4499,0
2554,THE DRY STATE,Men's Blue T-shirt,519,1299,0
2555,bewakoof x nasa,Men's Black NASA Graphic Printed Oversized Plus Size Hoodies,1329,3299,5
2556,Bewakoof Heavy Duty® 1.0,Men's Black All Over Printed Plus Size Hoodies,1080,3599,0
2557,Bewakoof®,Men's Black All Over Printed Oversized Plus Size Sweatshirt,1109,3699,0
2558,Bewakoof®,Men's Deep Teal Plus Size Sweatshirt,579,2049,4.8
2559,Bewakoof®,Men's Black Plus Size Sweatshirt,579,2049,0
2560,Bewakoof®,Men's Black Green & Black Reversible Plus Size Oversized Puffer Jacket,1749,5699,0
2561,Campus Sutra,Men's Light Blue Regular Fit T-shirt,461,1049,4.5
2562,Campus Sutra,Men's Grey Striped Regular Fit T Shirt,451,1049,0
2563,Campus Sutra,Men's Blue Graphic Printed T-shirt,629,1399,0
2564,Campus Sutra,Men's Grey & Blue Color Block T-shirt,554,1499,0
2565,Campus Sutra,Men's White Striped Cotton Polo T-shirt,451,1049,0
2566,Bushirt,Men's Sky Blue Polo T-shirt,689,1599,0
2567,Campus Sutra,Men's Blue All Over Floral Printed Shirt,449,1799,0
2568,Instafab Plus,Men's Icy Blue & White Abstract Printed Oversized Plus Size T-shirt,599,1199,0
2569,Instafab Plus,Men's Moon Grey Camouflage Printed Oversized Plus Size T-shirt,559,1119,0
2570,Rigo,Pack of 2 Men's Maroon & Grey Printed Slim Fit T-shirts,639,1598,0
2571,Rigo,Men's Black Slim Fit T-shirt,399,999,0
2572,Rigo,Men's Orange & Blue Color Block Slim Fit T-shirt,379,999,0
2573,Bewakoof®,Men's Blue Customizable T-shirt,549,1199,0
2574,Bewakoof®,Men's White Customizable Oversized Vest,499,1199,0
2575,Campus Sutra,Men's Lavender Textured Relaxed Fit Shirt,949,1899,0
2576,Silisoul,Men's Beige Checked Oversized Shirt,1349,2799,0
2577,Campus Sutra,Men's Chalk White Textured Shirt,854,1899,0
2578,Campus Sutra,Men's Blue Checked Shirt,594,1699,4.5
2579,Instafab Plus,Men's Grey & Black Color Block Oversized Plus Size Casual Shirt,899,1999,0
2580,Instafab Plus,Men's Black Plus Size Shirt,899,1999,0
2581,Campus Sutra,Men's Blue Textured Shirt,703,1599,0
2582,Campus Sutra,Men's Grey All Over Printed Shirt,719,1799,5
2583,Instafab Plus,Men's Grey Color Block Plus Size Shirt,899,1999,0
2584,Instafab Plus,Men's Blue Printed Oversized Plus Size Shirt,999,2499,0
2585,Rigo,Men's Navy Blue Typography Plus Size T-shirt,494,1499,0
2586,Campus Sutra,Men's Periwinkle Purple Textured Shirt,854,1899,0
2587,Instafab Plus,Men's Lilac Graphic Printed Plus Size T-shirt,699,1999,0
2588,Instafab Plus,Men's Lilac Graphic Printed Plus Size T-shirt,699,1999,0
2589,Instafab Plus,Men's Lilac Graphic Printed Plus Size T-shirt,699,1999,0
2590,Instafab Plus,Men's Lilac Graphic Printed Plus Size T-shirt,699,1999,0
2591,Instafab Plus,Men's Lilac Graphic Printed Plus Size T-shirt,699,1999,0
2592,Instafab Plus,Men's Lilac Plus Size T-shirt,599,1999,0
2593,Chimpaaanzee,Men's White Self Design Oversized Shirt,799,1499,0
2594,Big Bunny,Men's Lavender Face Art Printed Oversized Shirt,1199,2299,0
2595,Chimpaaanzee,Men's Mauve Oversized Textured Shirt,799,1499,0
2596,Big Bunny,Men's Blue All Over Abstract Printed Oversized Shirt,1199,2299,0
2597,Campus Sutra,Men's Aqua Green Shirt,849,1999,0
2598,Campus Sutra,Men's Blue & Brown Striped Shirt,783,1599,0
2599,Campus Sutra,Men's White & Black All Over Printed Shirt,759,1899,0
2600,Campus Sutra,Men's Pink All Over Floral Printed Shirt,664,1899,0
2601,Campus Sutra,Men's White & Green Color Block Shirt,674,1499,0
2602,Chkokko,Men's Black Color Block Vest,489,1665,0
2603,Instafab Plus,Men's Lavender Textured Oversized Plus Size Shirt,1124,2499,0
2604,Instafab Plus,Men's Cream Checked Oversized Plus Size T-shirt,599,1199,0
2605,Instafab Plus,Men's Royal Blue & Moon Grey Abstract Printed Oversized Plus Size T-shirt,599,1199,0
2606,Instafab Plus,Men's Midnight Black Abstract Printed Oversized Plus Size T-shirt,559,1119,0
2607,Instafab Plus,Men's Green Stylish Full Sleeve Casual Shirt,979,1999,0
2608,Campus Sutra,Men's White Shirt,719,1599,0
2609,Instafab Plus,Men's Blue Checked Plus Size Shirt,899,1999,0
2610,Instafab Plus,Men's Pink & Green Abstract Foilage Oversized Plus Size Shirt,974,2499,0
2611,Chkokko,Men's Peach T-shirt,485,1999,5
2612,Instafab Plus,Men's Yellow Plus Size T-shirt,527,1199,0
2613,Rigo,Men's Bottle Green Plus Size T-shirt,454,1299,0
